order_id,customer_id,product_id,quantity,order_date,status
O001055,C00217,P0048,5,2026-08-12,Delivered
O001056,C00171,P0060,5,20-Jul-2026,Delivered
O001057,C00003,P0017,4,06-Aug-2026,Cancelled
O001058,C00068,P0058,3,2026-08-08,Returned
O001059,C00253,P0060,3,26-Jul-2026,Returned
O001060,C00222,P0010,2,20/07/2026,shipped
O001061,C00185,P0060,3,01-Aug-2026,shipped
O001062,C00265,P0021,4,2026-08-01,Returned
O001063,C00226,P0004,2,2026-07-16,Pending
O001064,C00134,P0011,4,2026-08-19,Pending
O001065,C00183,P0046,1,09-Aug-2026,DELIVERED
O001066,C00064,P0023,2,2026-07-10,Returned
O001067,C00140,P0037,1,16-Aug-2026,DELIVERED
O001068,C00214,P0059,1,09/07/2026,Delivered
O001069,C00146,P0044,5,2026-08-16,Cancelled
O001070,C00079,P0002,4,10/07/2026,shipped
O001071,C00003,P0022,4,07/07/2026,DELIVERED
O001072,C00109,P0056,1,08-Jul-2026,delivered
O001073,C00281,P0039,2,2026-07-28,cancelled
O001074,C00046,P0002,4,18/07/2026,DELIVERED
O001075,C00062,P0020,3,05-Aug-2026,DELIVERED
O001076,C00184,P0043,4,11/07/2026,cancelled
O001077,C00244,P0018,4,10/08/2026,DELIVERED
O001078,C00223,P0041,3,31/07/2026,Shipped
O001079,C00080,P0060,5,2026-08-05,shipped
O001080,C00240,P0028,2,10-Jul-2026,shipped
O001081,C00128,P0034,5,2026-08-01,Delivered
O001082,C00263,P0007,4,06-Aug-2026,shipped
O001083,C00182,P0017,1,2026-08-10,Pending
O001084,C00092,P0051,4,16-Jul-2026,shipped
O001085,C00161,P0038,3,03/08/2026,DELIVERED
O001086,C00109,P0012,3,10-Jul-2026,delivered
O001087,C00223,P0035,1,2026-07-05,Pending
O001088,C00236,P0045,5,30-Jul-2026,Pending
O001089,C00156,P0040,4,13/08/2026,delivered
O001090,C00065,P0009,1,05-Jul-2026,Shipped
O001091,C00014,P0014,2,04/08/2026,Returned
O001092,C00098,P0006,4,2026-07-24,delivered
O001093,C00086,P0058,4,14/07/2026,Delivered
O001094,C00231,P0038,4,2026-07-20,Cancelled
O001095,C00005,P0007,4,14/08/2026,Returned
O001096,C00149,P0003,5,05-Aug-2026,Pending
O001097,,P0046,5,08/07/2026,Returned
O001098,C00033,P0018,1,15/08/2026,Cancelled
O001099,C00230,P0045,2,31/07/2026,Cancelled
O001100,C00225,P0015,3,06-Aug-2026,Pending
O001101,C00068,P0057,4,23-Jul-2026,Cancelled
O001102,C00242,P0052,1,15-Jul-2026,Pending
O001103,C00067,P0012,1,17/07/2026,Pending
O001104,C00156,P0016,1,18/07/2026,shipped
O001105,C00183,P0044,5,2026-07-15,delivered
O001106,C00173,P0028,5,2026-07-12,Pending
O001107,C00133,P0022,5,26/07/2026,DELIVERED
O001108,C00264,P0039,4,15/08/2026,delivered
O001109,C00055,P0051,1,13-Aug-2026,Delivered
O001110,C00260,P0007,2,15/07/2026,DELIVERED
O001111,C00150,P0046,1,2026-08-02,Cancelled
O001112,C00172,P0053,4,12/07/2026,Delivered
O001113,C00126,P0054,2,2026-08-04,shipped
O001114,C00191,P0046,2,2026-07-31,Returned
O001115,C00216,P0051,4,18/07/2026,Pending
O001116,C00265,P0051,4,2026-08-17,Delivered
O001117,C00265,P0005,2,10/07/2026,Delivered
O001118,C00202,P0049,2,07-Jul-2026,Delivered
O001119,C00267,P0019,5,31/07/2026,Cancelled
O001120,C00177,P0001,2,22-Jul-2026,cancelled
O001121,C00229,P0042,5,18-Jul-2026,Pending
O001122,C00177,P0057,3,2026-08-15,Delivered
O001123,C00276,P0022,2,29-Jul-2026,Returned
O001124,C00146,P0014,5,10/07/2026,DELIVERED
O001125,C00012,P0002,3,08-Aug-2026,cancelled
O001126,C00259,P0008,5,08/07/2026,delivered
O001127,C00025,P0049,5,14-Aug-2026,Delivered
O001128,C00233,P0022,5,20-Jul-2026,Returned
O001129,C00120,P0023,5,24-Jul-2026,DELIVERED
O001130,C00194,P0034,5,2026-07-19,Cancelled
O001131,C00233,P0007,4,2026-07-14,delivered
O001132,C00032,P0028,1,13/07/2026,Returned
O001133,C00207,P0038,3,09-Aug-2026,Pending
O001134,C00217,P0029,4,2026-08-18,DELIVERED
O001135,C00259,P0009,5,05-Aug-2026,delivered
O001136,C00109,P0030,5,03/08/2026,delivered
O001137,C00210,P0008,1,12-Jul-2026,DELIVERED
O001138,C00061,P0024,4,2026-07-24,DELIVERED
O001139,C00073,P0051,3,11/08/2026,Shipped
O001140,C00094,P0053,3,2026-08-04,Delivered
O001141,C00214,P0031,3,10/08/2026,Pending
O001142,C00068,P0049,4,13-Jul-2026,Pending
O001143,C00077,P0056,5,24/07/2026,cancelled
O001144,C00120,P0058,4,30-Jul-2026,shipped
O001145,C00046,P0056,3,15-Jul-2026,delivered
O001146,C00287,P0006,1,17-Jul-2026,Returned
O001147,C00097,P0049,1,04-Aug-2026,Returned
O001148,C00093,P0002,5,22/07/2026,delivered
O001149,C00274,P0039,4,2026-07-25,Cancelled
O001150,C00224,P0012,3,30/07/2026,shipped
O001151,C00047,P0008,2,2026-07-11,shipped
O001152,C00046,P0010,1,24-Jul-2026,Cancelled
O001153,C00093,P0002,1,18/08/2026,DELIVERED
O001154,C00212,P0058,1,2026-07-25,Shipped
O001155,C00123,P0049,5,12-Aug-2026,cancelled
O001156,C00059,P0018,4,2026-07-08,Pending
O001157,C00015,P0027,1,14/08/2026,Returned
O001158,C00052,P0016,3,09-Aug-2026,cancelled
O001159,C00229,P0006,2,14/08/2026,Returned
O001160,C00087,P0051,5,20/07/2026,Delivered
O001161,C00001,P0053,2,2026-08-03,Delivered
O001162,C00247,P0018,4,12/08/2026,Shipped
O001163,C00300,P0054,5,06-Aug-2026,delivered
O001164,C00154,P0006,2,30-Jul-2026,Returned
O001165,C00144,P0057,3,01-Aug-2026,Cancelled
O001166,C00134,P0049,3,19/08/2026,Shipped
O001167,C00236,P0039,2,25-Jul-2026,Delivered
O001168,C00244,P0001,5,05-Jul-2026,Pending
O001169,C00202,P0035,5,2026-07-10,Pending
O001170,C00064,P0023,2,29-Jul-2026,Delivered
O001171,C00064,P0030,2,28-Jul-2026,Delivered
O001172,C00144,P0044,5,19-Aug-2026,shipped
O001173,C00114,P0015,4,05-Aug-2026,Shipped
O001174,C00004,P0013,3,14-Aug-2026,Returned
O001175,C00253,P0011,5,09-Aug-2026,DELIVERED
O001176,C00034,P0038,3,13-Jul-2026,Shipped
O001177,C00268,P0047,1,22-Jul-2026,Returned
O001178,,P0044,4,09-Aug-2026,Delivered
O001179,C00166,P0028,5,31/07/2026,Pending
O001180,C00186,P0034,3,07/07/2026,Returned
O001181,C00230,P0021,1,05-Jul-2026,Delivered
O001182,C00116,P0045,2,2026-07-31,Cancelled
O001183,C00160,P0005,4,14/08/2026,Delivered
O001184,C00172,P0054,2,21/07/2026,Delivered
O001185,C00171,P0034,5,19/07/2026,delivered
O001186,C00229,P0038,1,11/07/2026,Cancelled
O001187,C00034,P0051,4,2026-07-12,shipped
O001188,C00222,P0005,1,11/07/2026,cancelled
O001189,C00206,P0007,5,13-Aug-2026,Delivered
O001190,C00233,P0025,5,2026-08-03,Cancelled
O001191,C00014,P0030,1,2026-08-07,Delivered
O001192,C00035,P0038,5,17/07/2026,Cancelled
O001193,C00216,P0031,2,2026-08-13,Delivered
O001194,C00066,P0020,3,11/08/2026,Returned
O001195,C00075,P0010,3,04/08/2026,Delivered
O001196,C00266,P0038,2,16-Aug-2026,Returned
O001197,C00028,P0028,2,2026-07-27,Cancelled
O001198,C00097,P0043,4,04-Aug-2026,Cancelled
O001199,C00297,P0037,3,2026-07-26,delivered
O001200,C00233,P0057,1,07-Jul-2026,Shipped
O001201,C00118,P0030,3,13-Aug-2026,cancelled
O001202,C00106,P0026,1,15/07/2026,Delivered
O001203,C00285,P0008,5,14/07/2026,Delivered
O001204,C00016,P0013,3,17-Jul-2026,DELIVERED
O001205,C00174,P0055,1,2026-08-09,shipped
O001206,C00052,P0002,1,16/08/2026,Shipped
O001207,C00157,P0030,2,20-Jul-2026,cancelled
O001208,C00034,P0008,2,13-Jul-2026,cancelled
O001209,C00192,P0021,2,2026-08-12,Shipped
O001210,C00275,P0019,3,2026-07-14,Returned
O001211,C00300,P0057,4,05-Aug-2026,delivered
O001212,C00086,P0033,3,29/07/2026,Returned
O001213,C00238,P0012,4,25-Jul-2026,Pending
O001214,C00243,P0018,5,11-Aug-2026,Delivered
O001215,C00107,P0015,4,2026-07-17,shipped
O001216,C00218,P0057,3,29/07/2026,Returned
O001217,C00044,P0009,3,2026-07-10,Delivered
O001218,C00239,P0033,4,13/08/2026,cancelled
O001219,C00189,P0052,1,2026-08-05,Pending
O001220,C00120,P0017,1,14/08/2026,Returned
O001221,C00263,P0035,2,2026-08-14,delivered
O001222,C00037,P0024,2,07-Jul-2026,Cancelled
O001223,C00129,P0020,5,2026-08-17,Returned
O001224,C00134,P0001,4,24/07/2026,Delivered
O001225,C00242,P0042,2,2026-08-05,Shipped
O001226,C00243,P0015,4,07-Aug-2026,Pending
O001227,C00175,P0051,4,10-Jul-2026,cancelled
O001228,C00108,P0029,2,02-Aug-2026,DELIVERED
O001229,C00157,P0048,3,05/07/2026,Shipped
O001230,C00215,P0028,5,17/08/2026,Cancelled
O001231,C00012,P0037,3,06-Jul-2026,cancelled
O001232,C00196,P0014,2,29/07/2026,delivered
O001233,C00169,P0037,1,2026-08-02,delivered
O001234,C00284,P0012,1,2026-07-07,Shipped
O001235,C00036,P0059,3,29-Jul-2026,Returned
O001236,C00036,P0030,2,08/07/2026,cancelled
O001237,C00201,P0011,4,11-Jul-2026,delivered
O001238,C00200,P0058,3,17/07/2026,Pending
O001239,C00082,P0039,5,10-Aug-2026,Pending
O001240,C00142,P0013,4,04-Jul-2026,Shipped
O001241,C00270,P0022,5,2026-08-10,delivered
O001242,C00148,P0042,3,03/08/2026,DELIVERED
O001243,C00213,P0016,4,16/07/2026,DELIVERED
O001244,C00292,P0007,2,2026-07-30,shipped
O001245,C00276,P0019,2,15/08/2026,cancelled
O001246,C00284,P0008,5,27/07/2026,cancelled
O001247,C00231,P0011,4,2026-07-21,delivered
O001248,C00237,P0025,2,26/07/2026,Delivered
O001249,C00006,P0017,3,12-Jul-2026,Pending
O001250,C00249,P0030,2,08-Jul-2026,Pending
O001251,C00072,P0031,1,22-Jul-2026,delivered
O001252,C00091,P0019,2,2026-07-12,Delivered
O001253,C00140,P0010,1,02-Aug-2026,Returned
O001254,C00111,P0029,5,17-Aug-2026,delivered
O001255,C00200,P0045,1,2026-07-24,cancelled
O001256,C00104,P0060,2,2026-07-20,Delivered
O001257,C00216,P0002,1,2026-07-05,delivered
O001258,C00086,P0047,1,14/07/2026,Cancelled
O001259,C00288,P0041,5,17/07/2026,cancelled
O001260,C00062,P0015,2,2026-07-17,cancelled
O001261,C00162,P0001,1,29-Jul-2026,shipped
O001262,C00189,P0003,5,09/07/2026,delivered
O001263,C00275,P0051,1,10-Aug-2026,Cancelled
O001264,C00199,P0044,3,17-Aug-2026,Pending
O001265,C00035,P0022,4,06/07/2026,Returned
O001266,C00120,P0033,2,2026-08-11,delivered
O001267,C00159,P0016,1,2026-08-01,Cancelled
O001268,C00256,P0019,1,2026-07-16,Pending
O001269,C00169,P0009,1,22-Jul-2026,cancelled
O001270,C00148,P0049,3,06/07/2026,Shipped
O001271,C00106,P0035,2,08-Jul-2026,cancelled
O001272,C00267,P0021,1,16/07/2026,delivered
O001273,C00099,P0004,2,2026-08-13,DELIVERED
O001274,C00282,P0054,4,18-Jul-2026,Pending
O001275,C00160,P0011,5,2026-07-17,shipped
O001276,C00147,P0037,4,2026-08-02,Cancelled
O001277,C00204,P0025,5,15-Jul-2026,cancelled
O001278,C00080,P0053,4,2026-08-03,shipped
O001279,C00276,P0010,4,09/08/2026,shipped
O001280,C00233,P0019,1,29/07/2026,DELIVERED
O001281,,P0013,5,14-Jul-2026,Cancelled
O001282,C00252,P0026,3,31/07/2026,Pending
O001283,C00158,P0042,1,2026-08-10,cancelled
O001284,C00290,P0011,3,17-Jul-2026,Pending
O001285,C00189,P0045,4,08-Jul-2026,Shipped
O001286,C00125,P0031,1,07-Jul-2026,DELIVERED
O001287,C00134,P0039,2,03-Aug-2026,DELIVERED
O001288,C00007,P0008,4,10/07/2026,delivered
O001289,C00266,P0059,4,17/07/2026,shipped
O001290,C00257,P0035,4,16-Aug-2026,delivered
O001291,C00056,P0041,3,10-Aug-2026,Shipped
O001292,C00204,P0045,4,2026-07-23,delivered
O001293,C00036,P0050,3,18-Aug-2026,cancelled
O001294,C00088,P0012,2,28/07/2026,DELIVERED
O001295,C00258,P0008,2,2026-08-02,Delivered
O001296,C00094,P0052,4,17/07/2026,delivered
O001297,C00086,P0006,3,2026-07-22,Cancelled
O001298,C00016,P0038,1,2026-07-20,Delivered
O001299,C00137,P0049,1,2026-07-05,Shipped
O001300,C00268,P0051,3,05/07/2026,Pending
O001301,C00173,P0039,3,01/08/2026,Shipped
O001302,C00185,P0043,3,30/07/2026,delivered
O001303,C00002,P0030,2,2026-08-18,delivered
O001304,C00272,P0018,5,18-Aug-2026,Pending
O001305,,P0027,3,2026-08-16,Cancelled
O001306,C00024,P0052,5,25/07/2026,cancelled
O001307,C00042,P0023,1,01-Aug-2026,cancelled
O001308,C00151,P0039,5,17-Jul-2026,Returned
O001309,C00017,P0009,5,04/08/2026,DELIVERED
O001310,C00229,P0008,2,2026-08-04,DELIVERED
O001311,C00046,P0007,3,01/08/2026,shipped
O001312,C00113,P0047,1,21-Jul-2026,DELIVERED
O001313,C00274,P0041,3,2026-08-04,delivered
O001314,C00176,P0025,4,19-Aug-2026,Returned
O001315,C00224,P0052,3,2026-07-19,delivered
O001316,C00046,P0022,1,11-Aug-2026,Cancelled
O001317,C00066,P0055,1,25/07/2026,Delivered
O001318,C00275,P0013,3,29-Jul-2026,DELIVERED
O001319,C00267,P0043,4,2026-08-12,Returned
O001320,C00236,P0021,4,14-Jul-2026,Pending
O001321,C00076,P0039,1,22-Jul-2026,Cancelled
O001322,C00159,P0033,5,17/08/2026,Shipped
O001323,C00254,P0019,3,2026-08-19,Shipped
O001324,C00116,P0045,4,08/07/2026,DELIVERED
O001325,C00012,P0036,4,30/07/2026,cancelled
O001326,C00201,P0005,2,07-Aug-2026,Returned
O001327,C00202,P0007,5,2026-07-13,shipped
O001328,C00235,P0042,4,15/07/2026,DELIVERED
O001329,C00108,P0014,3,17-Jul-2026,delivered
O001330,C00076,P0025,1,2026-08-01,Cancelled
O001331,C00243,P0012,3,07-Jul-2026,cancelled
O001332,C00077,P0041,2,30/07/2026,Pending
O001333,C00155,P0045,4,12-Aug-2026,delivered
O001334,C00238,P0056,4,15/08/2026,Delivered
O001335,C00062,P0008,5,2026-07-09,Delivered
O001336,C00294,P0037,1,04-Aug-2026,DELIVERED
O001337,C00197,P0031,5,2026-08-15,delivered
O001338,C00167,P0005,1,19/08/2026,Returned
O001339,C00275,P0051,5,07-Aug-2026,delivered
O001340,C00107,P0043,2,2026-07-12,Returned
O001341,C00229,P0052,5,2026-07-24,DELIVERED
O001342,C00045,P0036,1,20-Jul-2026,shipped
O001343,C00187,P0035,1,2026-07-15,shipped
O001344,C00024,P0034,2,23-Jul-2026,Pending
O001345,C00161,P0034,2,27-Jul-2026,delivered
O001346,C00023,P0016,2,2026-07-07,Returned
O001347,C00111,P0038,5,27/07/2026,delivered
O001348,C00282,P0017,2,21/07/2026,Pending
O001349,C00043,P0017,2,17-Aug-2026,Shipped
O001350,C00037,P0041,2,22-Jul-2026,Cancelled
O001351,C00289,P0043,4,2026-08-15,Cancelled
O001352,C00223,P0025,3,2026-07-06,Returned
O001353,C00057,P0044,1,09/08/2026,Cancelled
O001354,,P0010,4,2026-07-19,cancelled
O001355,C00054,P0051,3,12-Jul-2026,Pending
O001356,C00049,P0034,3,27-Jul-2026,shipped
O001357,C00051,P0058,4,2026-07-08,Cancelled
O001358,C00273,P0036,2,12/08/2026,Delivered
O001359,C00263,P0046,4,14-Jul-2026,shipped
O001360,C00028,P0059,2,14-Aug-2026,cancelled
O001361,C00235,P0012,5,02/08/2026,shipped
O001362,C00220,P0034,1,19/08/2026,cancelled
O001363,C00161,P0055,2,2026-07-10,DELIVERED
O001364,C00295,P0004,4,2026-07-10,cancelled
O001365,C00261,P0060,5,13-Jul-2026,delivered
O001366,C00208,P0001,1,13-Aug-2026,cancelled
O001367,C00274,P0048,5,27-Jul-2026,Delivered
O001368,C00230,P0011,2,2026-08-17,Cancelled
O001369,C00069,P0033,4,2026-07-26,Cancelled
O001370,C00058,P0022,1,17/08/2026,shipped
O001371,,P0019,5,21/07/2026,Shipped
O001372,C00157,P0060,1,15/08/2026,Pending
O001373,C00030,P0023,3,05/07/2026,delivered
O001374,C00003,P0023,1,16/07/2026,Pending
O001375,C00102,P0006,4,2026-08-07,Pending
O001376,C00004,P0010,4,16/08/2026,shipped
O001377,C00187,P0028,1,16/07/2026,Pending
O001378,C00083,P0009,3,27-Jul-2026,Shipped
O001379,C00057,P0013,4,22-Jul-2026,Cancelled
O001380,C00017,P0011,3,2026-08-16,cancelled
O001381,C00251,P0036,3,05/08/2026,Returned
O001382,C00200,P0009,2,2026-07-11,Cancelled
O001383,C00257,P0001,3,17/08/2026,Delivered
O001384,C00223,P0031,4,2026-07-23,DELIVERED
O001385,C00262,P0012,3,20-Jul-2026,Shipped
O001386,C00220,P0013,1,04-Aug-2026,Returned
O001387,C00093,P0013,2,2026-08-11,DELIVERED
O001388,C00206,P0003,4,2026-07-22,Shipped
O001389,C00047,P0056,3,08-Jul-2026,Shipped
O001390,C00114,P0022,4,01-Aug-2026,Delivered
O001391,C00156,P0008,3,22-Jul-2026,cancelled
O001392,C00127,P0021,1,08-Jul-2026,Cancelled
O001393,C00109,P0019,1,04/08/2026,DELIVERED
O001394,C00130,P0032,1,28-Jul-2026,Delivered
O001395,C00283,P0050,3,13-Jul-2026,Returned
O001396,C00191,P0016,4,2026-08-15,delivered
O001397,C00067,P0041,2,2026-08-11,Pending
O001398,C00051,P0005,4,2026-08-08,Returned
O001399,C00079,P0003,3,13-Jul-2026,Cancelled
O001400,C00188,P0029,4,2026-08-14,Pending
O001401,C00215,P0034,3,05-Aug-2026,DELIVERED
O001402,C00149,P0003,2,09-Aug-2026,cancelled
O001403,C00254,P0044,2,08/08/2026,Returned
O001404,C00197,P0036,2,2026-07-29,Delivered
O001405,C00082,P0037,5,18/07/2026,Returned
O001406,C00269,P0017,3,24-Jul-2026,delivered
O001407,C00088,P0015,1,07-Jul-2026,DELIVERED
O001408,C00143,P0060,1,13-Jul-2026,Shipped
O001409,C00108,P0035,5,11/07/2026,Cancelled
O001410,C00043,P0046,4,09-Aug-2026,shipped
O001411,C00167,P0004,2,13-Aug-2026,shipped
O001412,C00091,P0017,5,2026-07-06,cancelled
O001413,C00132,P0056,2,14/08/2026,Shipped
O001414,C00167,P0018,4,2026-07-18,Pending
O001415,C00119,P0047,4,2026-08-01,Pending
O001416,C00093,P0030,4,16-Jul-2026,DELIVERED
O001417,C00145,P0002,4,24-Jul-2026,Shipped
O001418,C00036,P0010,4,2026-07-09,Returned
O001419,C00071,P0047,4,2026-07-05,delivered
O001420,C00007,P0049,1,14/08/2026,DELIVERED
O001421,C00007,P0051,3,04-Jul-2026,delivered
O001422,C00104,P0009,2,04/08/2026,Cancelled
O001423,C00246,P0010,3,19-Jul-2026,Returned
O001424,C00064,P0002,1,06-Jul-2026,cancelled
O001425,C00073,P0001,4,2026-07-18,Cancelled
O001426,C00147,P0015,1,17/08/2026,DELIVERED
O001427,C00057,P0015,5,11/07/2026,delivered
O001428,C00185,P0060,2,09/07/2026,Returned
O001429,C00172,P0039,3,16-Jul-2026,shipped
O001430,C00179,P0057,3,11/07/2026,delivered
O001431,C00002,P0056,2,14/07/2026,Pending
O001432,C00245,P0053,3,2026-07-08,delivered
O001433,C00166,P0009,4,16/07/2026,Pending
O001434,C00212,P0039,2,14/08/2026,cancelled
O001435,C00282,P0032,5,2026-08-08,cancelled
O001436,C00043,P0038,2,19-Aug-2026,delivered
O001437,C00121,P0024,1,05/07/2026,Returned
O001438,C00243,P0009,3,2026-07-11,shipped
O001439,C00236,P0010,2,2026-08-09,DELIVERED
O001440,C00061,P0045,1,18-Aug-2026,cancelled
O001441,C00191,P0004,1,17/08/2026,DELIVERED
O001442,C00016,P0010,1,2026-07-27,cancelled
O001443,C00077,P0049,5,16-Jul-2026,shipped
O001444,C00241,P0027,1,26/07/2026,delivered
O001445,C00080,P0004,2,14-Aug-2026,DELIVERED
O001446,C00006,P0026,4,01-Aug-2026,shipped
O001447,C00293,P0033,2,24/07/2026,delivered
O001448,C00268,P0025,5,2026-07-13,Shipped
O001449,C00201,P0012,4,09/08/2026,Cancelled
O001450,C00208,P0053,3,29-Jul-2026,cancelled
O001451,C00100,P0018,5,10/07/2026,Delivered
O001452,C00123,P0019,2,15-Jul-2026,Delivered
O001453,C00159,P0013,1,2026-08-09,shipped
O001454,C00044,P0037,4,2026-08-09,Delivered
O001455,C00162,P0006,3,23/07/2026,Returned
O001456,C00100,P0021,2,30-Jul-2026,delivered
O001457,C00170,P0027,2,2026-08-05,cancelled
O001458,C00245,P0038,4,2026-07-07,delivered
O001459,C00119,P0057,2,18-Jul-2026,Returned
O001460,C00268,P0060,3,26/07/2026,Cancelled
O001461,C00221,P0003,2,19-Aug-2026,delivered
O001462,C00079,P0037,1,2026-08-14,shipped
O001463,C00281,P0056,3,2026-07-10,shipped
O001464,C00083,P0005,1,2026-07-22,DELIVERED
O001465,C00236,P0017,4,04-Aug-2026,DELIVERED
O001466,C00064,P0037,3,04/08/2026,cancelled
O001467,C00067,P0029,3,28/07/2026,delivered
O001468,C00212,P0033,1,02-Aug-2026,Delivered
O001469,C00126,P0045,1,08/08/2026,cancelled
O001470,C00082,P0037,4,29-Jul-2026,delivered
O001471,C00179,P0030,4,2026-08-03,delivered
O001472,C00093,P0047,2,11/07/2026,Cancelled
O001473,C00034,P0021,4,2026-07-26,shipped
O001474,C00233,P0003,2,07-Aug-2026,Shipped
O001475,C00164,P0037,1,07/07/2026,cancelled
O001476,C00243,P0014,4,08/07/2026,shipped
O001477,C00091,P0006,1,13/07/2026,Pending
O001478,C00215,P0034,2,2026-07-18,delivered
O001479,C00220,P0022,4,24/07/2026,Pending
O001480,C00275,P0045,5,15/07/2026,Delivered
O001481,C00288,P0051,5,12-Aug-2026,DELIVERED
O001482,C00166,P0043,4,2026-07-24,Pending
O001483,C00163,P0008,1,17/08/2026,DELIVERED
O001484,C00231,P0041,2,10/08/2026,Returned
O001485,C00086,P0039,2,29-Jul-2026,Delivered
O001486,C00190,P0053,3,27-Jul-2026,delivered
O001487,C00256,P0042,3,03-Aug-2026,cancelled
O001488,C00268,P0049,4,25/07/2026,Cancelled
O001489,C00091,P0036,4,12/08/2026,cancelled
O001490,C00146,P0045,1,2026-08-12,Delivered
O001491,C00211,P0007,5,2026-08-05,Pending
O001492,C00258,P0038,4,2026-07-07,Shipped
O001493,C00233,P0036,4,2026-07-28,Cancelled
O001494,C00238,P0027,4,2026-08-15,Cancelled
O001495,C00115,P0033,3,23/07/2026,cancelled
O001496,,P0001,2,30/07/2026,Returned
O001497,C00163,P0022,2,15-Jul-2026,cancelled
O001498,C00099,P0040,5,15/08/2026,DELIVERED
O001499,C00200,P0047,5,2026-07-16,cancelled
O001500,C00119,P0007,5,18/08/2026,shipped
O001133,C00207,P0038,3,09-Aug-2026,Pending
O000326,C00181,P0011,2,13-Jul-2026,Delivered
O000661,C00015,P0031,2,12-Jul-2026,Shipped
O000418,C00206,P0006,2,14/08/2026,delivered
O000191,C00165,P0039,1,04/08/2026,delivered
O000192,C00176,P0046,1,2026-07-10,Pending
O000053,C00295,P0013,4,2026-08-19,DELIVERED
O000896,C00113,P0005,4,17/07/2026,delivered
O000024,C00215,P0043,3,2026-08-11,Cancelled
O001288,C00007,P0008,4,10/07/2026,delivered
O001216,C00218,P0057,3,29/07/2026,Returned
O000314,C00116,P0020,1,18-Aug-2026,cancelled
